,cbo_name,parent_organization,activity_type,activity_type_other,date_of_activity,activity_end_date,advertising_end_date,total_number_of_alert_sign_ups,total_people_spoken_to,City,address,description,total_number_of_houses,how_assisted,total_number_assisted,event_name,audience_details,education_grade,activity_total_material_dist,activity_collateral_dtls,activity_social_media_chan,total_number_nudgedalerted,total_number_of_calls,total_number_of_pledge_cards,total_number_of_impressions,impression_data_accuracy_confid,total_htc_of_impressions,htc_data_accuracy_confidence,immigrants_refugees,middle_eastern_and_north_africa,homeless_individuals_and_famili,farmworkers,veterans,latinos,asian_americans_pacific_islande,african_americans,native_americans_tribal_communi,children_ages_0_5,lesbian_gay_bisexual_transgende,limited_english_proficient_indi,people_with_disabilities,seniorsolder_adults,low_broadband_subscription_rate,htc_breakdown_data_confidence,lang_arabic,lang_armenian,lang_assyrian_neo_aramaic,lang_cantonese,lang_chaldean_neo_aramaic,lang_chinese,lang_farsi,lang_filipino,lang_hindi,lang_hmong,lang_iu_mien,lang_japanese,lang_khmer,lang_korean,lang_mandarin,lang_min_nan_chinese,lang_portuguese,lang_punjabi,lang_russian,lang_spanish,lang_tagalog,lang_telugu,lang_thai,lang_ukrainian,lang_vietnamese,lang_other_info,lang_breakdown_data_confidence,funding_state_allocated,funding_county_direct,funding_acbo_direct,funding_foundation,funding_private,funding_volunteer_hours,qac_total_had_info_no_census,qac_total_completed_pc,qac_total_completed_phone,qac_total_completed_uscb_phone,city_match
1481,OC Herald Center,Charitable Ventures,social_media,WHS Chinese PTA,4/29/2020,,,,,Irvine,"18025 sky park cir #b, irvine ca 92614",,,,,,,,,,,,,,239,medium,100.0,medium,,,,,,,239.0,,,,,,,,,high,,,,,,239.0,,,,,,,,,,,,,,,,,,,,,very_high,,,,,,,,,,,Irvine
1482,OC Herald Center,Charitable Ventures,social_media,CA Chinese Daily Circle,4/29/2020,,,,,Irvine,"18025 sky park cir #b, irvine ca 92614",,,,,,,,,,,,,,408,medium,100.0,medium,,,,,,,408.0,,,,,,,,,high,,,,,,408.0,,,,,,,,,,,,,,,,,,,,,very_high,,,,,,,,,,,Irvine
1483,OC Herald Center,Charitable Ventures,social_media,2020 Spring YIA PTA,4/29/2020,,,,,Irvine,"18025 sky park cir #b, irvine ca 92614",,,,,,,,,,,,,,45,very_high,100.0,very_high,,,,,,,45.0,,,,,,,,,very_high,,,,,,45.0,,,,,,,,,,,,,,,,,,,,,very_high,,,,,,,,,,,Irvine
1484,OCAPICA,Charitable Ventures,meeting,,4/28/2020,,,,,,"12912 brookhurst st, garden grove, ca 92840",,,,,,,,,,,,,,50,high,90.0,medium,30.0,10.0,,,,20.0,35.0,5.0,,15.0,8.0,25.0,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Garden Grove
1485,OC Herald Center,Charitable Ventures,social_media,IUSD Chinese PTA,4/29/2020,,,,,Irvine,"18025 sky park cir #b, irvine ca 92614",,,,,,,,,,,,,,499,medium,100.0,medium,,,,,,,499.0,,,,,,,,,high,,,,,,499.0,,,,,,,,,,,,,,,,,,,,,very_high,,,,,,,,,,,Irvine
1486,CAP OC ,Charitable Ventures,flyers,,5/1/2020,6/30/2020,,,,,1009 ross street #4 santa ana 92701,,,,,,,,,,,,,,150,exact,100.0,high,,,,,,,,,,,,,,,,low,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,high,,,,,,,,,,,Santa Ana
1487,OC Herald Center,Charitable Ventures,social_media,SBC Open Door Study,4/29/2020,,,,,Irvine,"18025 sky park cir #b, irvine ca 92614",,,,,,,,,,,,,,173,high,100.0,high,,,,,,,173.0,,,,,,,,,high,,,,,,173.0,,,,,,,,,,,,,,,,,,,,,very_high,,,,,,,,,,,Irvine
1488,OCAPICA,Charitable Ventures,webinar,,7/9/2020,,,,,,"12912 brookhurst st, garden grove 92840",,,,,,,,,,,,,,3000,medium,90.0,medium,,,,,,500.0,2500.0,300.0,,,,,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Garden Grove
1489,OC Herald Center,Charitable Ventures,social_media,OCHC HYE PTA,4/29/2020,,,,,Irvine,"18025 sky park cir #b, irvine ca 92614",,,,,,,,,,,,,,170,high,100.0,medium,,,,,,,170.0,,,,,,,,,high,,,,,,170.0,,,,,,,,,,,,,,,,,,,,,very_high,,,,,,,,,,,Irvine
1490,OC Herald Center,Charitable Ventures,social_media,Irvine Chinese Support Alliance,4/29/2020,,,,,Irvine,"18025 sky park cir #b, irvine ca 92614",,,,,,,,,,,,,,490,medium,100.0,medium,,,,,,,490.0,,,,,,,,,high,,,,,,490.0,,,,,,,,,,,,,,,,,,,,,very_high,,,,,,,,,,,Irvine
1491,OC Herald Center,Charitable Ventures,social_media,Friends of OCHC,4/29/2020,,,,,Irvine,"18025 sky park cir #b, irvine ca 92614",,,,,,,,,,,,,,66,very_high,100.0,very_high,,,,,,,66.0,,,,,,,,,very_high,,,,,,66.0,,,,,,,,,,,,,,,,,,,,,very_high,,,,,,,,,,,Irvine
1492,OC Herald Center,Charitable Ventures,social_media,Irvine Chinese Support Alliance,5/7/2020,,,,,Irvine,"18025 sky park cir #b, irvine ca 92614",,,,,,,,,,,,,,490,medium,100.0,medium,,,,,,,490.0,,,,,,,,,medium,,,,,,490.0,,,,,,,,,,,,,,,,,,,,,very_high,,,,,,,,,,,Irvine
1493,VietRISE,Charitable Ventures,social_media,Social media posting on update on census phone-banking campaign,7/6/2020,7/6/2020,,,,,"14351 euclid st. #1m, westminster 92843",Social media posting on update on census phone-banking campaign,,,,,,,,,,,,,2305,medium,90.0,medium,,,,,,232.0,2074.0,,,,,,,,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,,,,,,,,,,,Westminster
1494,OC Herald Center,Charitable Ventures,social_media,SBC Open Door Study,5/7/2020,,,,,Irvine,"18025 sky park cir #b, irvine ca 92614",,,,,,,,,,,,,,173,high,100.0,high,,,,,,,173.0,,,,,,,,,high,,,,,,173.0,,,,,,,,,,,,,,,,,,,,,very_high,,,,,,,,,,,Irvine
1495,OC Herald Center,Charitable Ventures,social_media,WHS Chinese PTA,5/7/2020,,,,,Irvine,"18025 sky park cir #b, irvine ca 92614",,,,,,,,,,,,,,239,medium,100.0,medium,,,,,,,239.0,,,,,,,,,high,,,,,,239.0,,,,,,,,,,,,,,,,,,,,,very_high,,,,,,,,,,,Irvine
1496,OC Herald Center,Charitable Ventures,social_media,2020 Spring YIA PTA,5/7/2020,,,,,Irvine,"18025 sky park cir #b, irvine ca 92614",,,,,,,,,,,,,,45,high,100.0,high,,,,,,,45.0,,,,,,,,,high,,,,,,45.0,,,,,,,,,,,,,,,,,,,,,very_high,,,,,,,,,,,Irvine
1497,OC Herald Center,Charitable Ventures,social_media,IUSD Chinese PTA,5/7/2020,,,,,Irvine,"18025 sky park cir #b, irvine ca 92614",,,,,,,,,,,,,,499,medium,100.0,medium,,,,,,,499.0,,,,,,,,,medium,,,,,,499.0,,,,,,,,,,,,,,,,,,,,,very_high,,,,,,,,,,,Irvine
1498,OC Herald Center,Charitable Ventures,social_media,OCHC HYE PTA,5/7/2020,,,,,Irvine,"18025 sky park cir #b, irvine ca 92614",,,,,,,,,,,,,,170,medium,100.0,medium,,,,,,,170.0,,,,,,,,,high,,,,,,170.0,,,,,,,,,,,,,,,,,,,,,very_high,,,,,,,,,,,Irvine
1499,OC Herald Center,Charitable Ventures,social_media,CA Chinese Daily Circle,5/7/2020,,,,,Irvine,"18025 sky park cir #b, irvine ca 92614",,,,,,,,,,,,,,408,medium,100.0,medium,,,,,,,408.0,,,,,,,,,medium,,,,,,408.0,,,,,,,,,,,,,,,,,,,,,very_high,,,,,,,,,,,Irvine
1500,CAP OC ,Charitable Ventures,flyers,,5/1/2020,6/30/2020,,,,,1500 e 17th st santa ana 92705,,,,,,,,,,,,,,100,exact,100.0,high,,,,,,,,,,,,,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Santa Ana
1501,OC Herald Center,Charitable Ventures,social_media,Friends of OCHC,5/7/2020,,,,,Irvine,"18025 sky park cir #b, irvine ca 92614",,,,,,,,,,,,,,66,high,100.0,high,,,,,,,66.0,,,,,,,,,high,,,,,,66.0,,,,,,,,,,,,,,,,,,,,,very_high,,,,,,,,,,,Irvine
1502,OC Herald Center,Charitable Ventures,social_media,SBC Open Door Study,7/2/2020,,,,,Irvine,"18025 sky park cir #b, irvine ca 92614",,,,,,,,,,,,,,173,high,100.0,high,,,,,,,173.0,,,,,,,,,high,,,,,,173.0,,,,,,,,,,,,,,,,,,,,,high,,,,,,,,,,,Irvine
1503,OC Herald Center,Charitable Ventures,social_media,Friends of OCHC,7/2/2020,,,,,Irvine,"18025 sky park cir #b, irvine ca 92614",,,,,,,,,,,,,,66,very_high,100.0,very_high,,,,,,,66.0,,,,,,,,,very_high,,,,,,66.0,,,,,,,,,,,,,,,,,,,,,very_high,,,,,,,,,,,Irvine
1504,Access California Services,Charitable Ventures,curriculum,AccessCal delivered its citizenship class to its limited English proficiency class and Nahla was a guest speaker to discuss the Census,9/18/2020,,,,,,"631 s. brookhurst street suite 107, anaheim 92804",,,,,,,,,,,,,,50,very_high,100.0,very_high,,,,,,,,,,,,,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anaheim
1505,The Cambodian Family,Charitable Ventures,phone_banking,,8/4/2020,,,,,,"1626 e 4th street, santa ana 92701",,,,,,,,,,,,,,70,,100.0,exact,70.0,,,,,,,,,,,,,,,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,,Santa Ana
1506,OC Herald Center,Charitable Ventures,social_media,WHS Chinese PTA,7/2/2020,,,,,Irvine,"18025 sky park cir #b, irvine ca 92614",,,,,,,,,,,,,,239,medium,100.0,medium,,,,,,,239.0,,,,,,,,,medium,,,,,,239.0,,,,,,,,,,,,,,,,,,,,,medium,,,,,,,,,,,Irvine
1507,OC Herald Center,Charitable Ventures,social_media,IUSD Chinese PTA,7/2/2020,,,,,Irvine,"18025 sky park cir #b, irvine ca 92614",,,,,,,,,,,,,,499,medium,100.0,medium,,,,,,,499.0,,,,,,,,,medium,,,,,,499.0,,,,,,,,,,,,,,,,,,,,,medium,,,,,,,,,,,Irvine
1508,OC Herald Center,Charitable Ventures,social_media,CA Chinese Daily Circle,7/2/2020,,,,,Irvine,"18025 sky park cir #b, irvine ca 92614",,,,,,,,,,,,,,408,medium,100.0,medium,,,,,,,408.0,,,,,,,,,medium,,,,,,408.0,,,,,,,,,,,,,,,,,,,,,medium,,,,,,,,,,,Irvine
1509,OC Herald Center,Charitable Ventures,social_media,OCHC HYE PTA,7/2/2020,,,,,Irvine,"18025 sky park cir #b, irvine ca 92614",,,,,,,,,,,,,,170,high,100.0,high,,,,,,,170.0,,,,,,,,,high,,,,,,170.0,,,,,,,,,,,,,,,,,,,,,high,,,,,,,,,,,Irvine
1510,Latino Health Access,Charitable Ventures,social_media,,4/30/2020,,,,,,orange,Facebook post,,,,,,,,,,,,,492,exact,75.0,high,,,,,,,,,,,,,,,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orange
1511,CAP OC,Charitable Ventures,flyers,,5/29/2020,,,,,,orange,,,,,,,,,,,,,,80,exact,100.0,high,,,,,,,,,,,,,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,low,,,,,,,,,,,Orange
1512,OC Herald Center,Charitable Ventures,social_media,Irvine Chinese Support Alliance,7/2/2020,,,,,Irvine,"18025 sky park cir #b, irvine ca 92614",,,,,,,,,,,,,,490,medium,100.0,medium,,,,,,,490.0,,,,,,,,,medium,,,,,,490.0,,,,,,,,,,,,,,,,,,,,,medium,,,,,,,,,,,Irvine
1513,OC Herald Center,Charitable Ventures,social_media,2020 Spring YIA PTA,7/2/2020,,,,,Irvine,"18025 sky park cir #b, irvine ca 92614",,,,,,,,,,,,,,45,exact,100.0,exact,,,,,,,45.0,,,,,,,,,exact,,,,,,45.0,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,,Irvine
1514,South Asian Network,Charitable Ventures,webinar,,7/17/2020,,,,,,orange,Webinar - Anti-Blackness in AAPI Communities ,,,,,,,,,"Zoom, Facebook Live",,,,3300,high,80.0,medium,,,,,,,,,,,,,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orange
1515,OC Herald Center,Charitable Ventures,social_media,Email for raido interview,8/8/2020,,,,,Irvine,"18025 sky park cir #b, irvine ca 92614",,,,,,,,,,,,,,40,high,100.0,high,,,,,,,40.0,,,,,,,,,high,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,high,,,,,,,,,,,Irvine
1516,OC Herald Center,Chinese Christian Herald Crusades Los Angeles,social_media,HYE Youth Chat Group,9/23/2020,,,,,Irvine,"18025 sky park cir #b, irvine ca 92614",,,,,,,,,,,,,,155,medium,100.0,high,,,,,,,155.0,,,,,,,,,high,,,,,,155.0,,,,,,,,,,,,,,,,,,,,,high,,,,,,,,,,,Irvine
1517,OC Herald Center,Charitable Ventures,social_media,Donation Day,7/25/2020,,,,,Irvine,"2 faraday, irvine 92618",,,,,,,,,,,,,,80,high,100.0,high,,,,,,,80.0,,,,,,,,,high,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,high,,,,,,,,,,,Irvine
1518,AASCSC,Charitable Ventures,social_media,,4/16/2020,,,,,Irvine,"2700 alton pkwy #123, irvine 92606",,,,,,,,,,,,,,2000,high,100.0,high,1500.0,,,,,,1500.0,,,,,1000.0,,200.0,,high,100.0,,,200.0,,500.0,,100.0,,,,100.0,,100.0,500.0,,,100.0,,300.0,100.0,100.0,50.0,,100.0,,medium,,,,,,,,,,,Irvine
1519,CAP OC ,Charitable Ventures,flyers,,5/1/2020,6/30/2020,,,,,8221 newman ave huntington beach 92647,,,,,,,,,,,,,,100,exact,100.0,high,,,,,,,,,,,,,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Huntington Beach
1520,The Cambodian Family,Charitable Ventures,advertising,In-language commerical aired on Khmer TV ,7/9/2020,,,,,,orange,,,,,,,,,,,,,,2150,high,90.0,very_high,1935.0,,,,,,,,,,,,,,,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,,Orange
1521,CAP OC ,Charitable Ventures,collateral,,9/3/2020,,,,,,orange,,,,,,,,,,,,,,40,exact,100.0,high,,,,,,,,,,,,,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orange
1522,The Cambodian Family,Charitable Ventures,advertising,In-language commerical aired on Khmer TV ,4/2/2020,,,,,,"1626 e 4th st, santa ana 92701",,,,,,,,,,,,,,2150,high,90.0,very_high,1935.0,,,,,,,,,,,,,,,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,,Santa Ana
1523,Orange County Labor Federation,Charitable Ventures,social_media,social media outreach and reminder of the importance of filling out the 2020 Census. Census link to fill out questionnaire.,7/24/2020,,,,,Orange,"309 n rampart, orange 92868",,,,,,,,,,,,,,1760,high,90.0,high,,,,,,,,,,,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,high,,,,,,,,,,,Orange
1524,KCS,Charitable Ventures,social_media,Social Media Post,2/7/2020,,,,,Orange,orange,"""Please join us on February 19th for this very important meeting.""",,,,,,,,,,,,,25,exact,100.0,exact,25.0,,,,,,25.0,,,,,,,,,exact,,,,,,1.0,,,,,,,,24.0,,,,,,,,,,,1.0,,very_high,,,,,,,,,,,Orange
1525,CAP OC,Charitable Ventures,collateral,,5/19/2020,,,,,,"115 e alton ave, santa ana 92707",,,,,,,,,,,,,,800,exact,100.0,high,,,,,,,,,,800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Santa Ana
1526,OCAPICA,Charitable Ventures,webinar,,5/20/2020,,,,,,"12912 brookhurst st, garden grove 92840",,,,,,,,,,,,,,2772,high,80.0,medium,,500.0,,,,1000.0,1500.0,500.0,,1000.0,,,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Garden Grove
1527,The Cambodian Family,Charitable Ventures,advertising,In-language commerical aired on Khmer TV ,4/6/2020,,,,,,"1626 e 4th st, santa ana 92701",,,,,,,,,,,,,,2150,high,90.0,very_high,1935.0,,,,,,,,,,,,,,,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,,Santa Ana
1528,KCS,Charitable Ventures,social_media,Social Media Post,2/19/2020,,,,,Orange,orange,Korean CCC meeting photo,,,,,,,,,,,,,27,exact,100.0,exact,27.0,,,,,,27.0,,,,,,,,,exact,,,,,,,,,,,,,,26.0,,,,,,,,,,,1.0,,very_high,,,,,,,,,,,Orange
1529,KCS,Charitable Ventures,social_media,Social Media Post,2/25/2020,,,,,Orange,orange,Community Motivator/Digital Pledge Card (in Eng and Kor),,,,,,,,,,,,,25,exact,100.0,exact,12.0,,,,,,12.0,,,,,,,,,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,very_high,,,,,,,,,,,Orange
1530,VietRISE,Charitable Ventures,social_media,Social Media (Facebook) advertisement to share details of the press conference and impact of the census on undercounted Vietnamese and immigrant communities,3/7/2020,3/8/2020,3/8/2020,,,Orange,orange,,,,,,,,,,,,,,540,medium,90.0,medium,,,,,,54.0,486.0,,,,,,,,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,,,,,,,,,,,Orange
1531,VietRISE,Charitable Ventures,social_media,Social media posting (Instagram) of census information and programs it funds,3/10/2020,3/10/2020,,,,Orange,orange,,,,,,,,,,,,,,381,medium,90.0,medium,,,,,,39.0,342.0,,,,,,,,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,,,,,,,,,,,Orange
1532,Latino Health Access,Charitable Ventures,phone_banking,,5/12/2020,,,,,,orange,"Phone calls to LHA participants (LHA database from past 2 years. Demograpic is representative of HTC populations: immigrant, extremely low-income, seniors from thruout OC.",,,,,,,,,,,,,112,exact,100.0,very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orange
1533,KCS,Charitable Ventures,social_media,Social Media Post,3/10/2020,,,,,Orange,orange,"""What we will send in the mail before sending doorknockers"" census calendar Mar.-Apr 2020",,,,,,,,,,,,,27,exact,100.0,exact,27.0,,,,,,27.0,,,,,,,,,exact,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,very_high,,,,,,,,,,,Orange
1534,Latino Health Access,Charitable Ventures,social_media,,4/1/2020,,,,,Orange,orange,Instagram Post ,,,,,,,,,,,,,400,exact,80.0,high,,,,,,,,,,,,,,,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,,,,,,,,,,,Orange
1535,The Cambodian Family,Charitable Ventures,advertising,In-language commerical aired on Khmer TV ,7/12/2020,,,,,,orange,,,,,,,,,,,,,,2150,high,90.0,very_high,1935.0,,,,,,,,,,,,,,,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,,Orange
1536,Latino Health Access,Charitable Ventures,social_media,,4/1/2020,,,,,Orange,orange,Facebook Post,,,,,,,,,,,,,499,exact,90.0,high,,,,,,,,,,,,,,,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,,,,,,,,,,,Orange
1537,CAP OC,Charitable Ventures,phone_banking,,5/18/2020,5/22/2020,,,,,"18672 e center ave, orange 92869",,,,,,,,,,,,,,59,exact,100.0,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orange
1538,South Asian Network,Charitable Ventures,social_media,,4/7/2020,,,,,Orange,orange,,,,,,,,,,,,,,93,exact,75.0,high,,,,,,,,,,,,,,,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orange
1539,Orange County Labor Federation,Charitable Ventures,advertising,Posted on Social Media about the Census ,2/18/2020,,,,,,"309 n. rampart street suite a, orange, 92868",,,,,,,,,,,,,,1855,very_high,80.0,very_high,,,,,,,,,,,,,,,,very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,high,,,,,,,,,,,Orange
1540,CAP OC ,Charitable Ventures,flyers,,5/1/2020,6/30/2020,,,,,orange,,,,,,,,,,,,,,100,exact,100.0,high,,,,,,,,,,,,,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orange
1541,South Asian Network,Charitable Ventures,social_media,,4/8/2020,,,,,Orange,orange,,,,,,,,,,,,,,61,exact,75.0,high,,,,,,,,,,,,,,,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orange
1542,South Asian Network,Charitable Ventures,social_media,,4/9/2020,,,,,Orange,orange,,,,,,,,,,,,,,43,exact,75.0,high,,,,,,,,,,,,,,,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orange
1543,South Asian Network,Charitable Ventures,social_media,,4/12/2020,,,,,Orange,orange,,,,,,,,,,,,,,78,exact,75.0,high,,,,,,,,,,,,,,,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orange
1544,South Asian Network,Charitable Ventures,social_media,,4/14/2020,,,,,Orange,orange,Instagram Stories ,,,,,,,,,Instagram,,,,38,exact,90.0,high,,,,,,,,,,,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orange
1545,South Asian Network,Charitable Ventures,social_media,,4/15/2020,,,,,Orange,orange,Instagram Stories ,,,,,,,,,Instagram,,,,34,exact,90.0,high,,,,,,,,,,,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orange
1546,WAVE,Charitable Ventures,flyers,,5/14/2020,,,,,,orange,,,,,,,,100.0,,,,,,100,medium,70.0,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orange
1547,South Asian Network,Charitable Ventures,social_media,,4/15/2020,,,,,Orange,orange,Shared video on South Asian Census Count,,,,,,,,,Facebook,,,,78,exact,90.0,high,,,,,,,,,,,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orange
1548,AASCSC,Charitable Ventures,social_media,,4/17/2020,,,,,Orange,orange,,,,,,,,,,,,,,180,very_high,100.0,medium,100.0,,,,,50.0,100.0,,,,,100.0,,100.0,,medium,,,,,,100.0,,,,,,,,,100.0,,,,,50.0,,,,,,,medium,,,,,,,,,,,Orange
1549,The Cambodian Family,Charitable Ventures,advertising,In-language commerical aired on Khmer TV ,7/8/2020,,,,,,orange,,,,,,,,,,,,,,2150,high,90.0,very_high,1935.0,,,,,,,,,,,,,,,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,,Orange
1550,South Asian Network,Charitable Ventures,social_media,,4/22/2020,,,,,Orange,orange,Instagram Stories ,,,,,,,,,Instagram,,,,31,exact,90.0,high,,,,,,,,,,,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orange
1551,Latino Health Access,Charitable Ventures,social_media,,4/23/2020,,,,,Orange,orange,Facebook post,,,,,,,,,,,,,327,exact,75.0,high,,,,,,,,,,,,,,,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orange
1552,Community Health Initiative of Orange County,Charitable Ventures,social_media,,4/23/2020,,,,,Orange,orange,Facebook post,,,,,,,,,Facebook,,,,76,high,80.0,medium,,,,,,60.0,,,,,,,,,,medium,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,medium,,,,,,,,,,,Orange
1553,AASCSC,Asian American Senior Citizens Service Center,social_media,,4/24/2020,,,,,Orange,orange,,,,,,,,,,,,,,275,very_high,100.0,medium,200.0,,,,,100.0,100.0,,,,,200.0,,,,medium,,,,,,100.0,,,,,,,,,100.0,,,,,100.0,,,,,,,medium,,,,,,,,,,,Orange
1554,AASCSC,Charitable Ventures,social_media,,4/24/2020,,,,,Orange,orange,,,,,,,,,,,,,,275,very_high,100.0,medium,200.0,,,,,100.0,100.0,,,,,200.0,,,,medium,,,,,,100.0,,,,,,,,,100.0,,,,,100.0,,,,,,,medium,,,,,,,,,,,Orange
1555,The Cambodian Family,Charitable Ventures,advertising,In-language commerical aired on Khmer TV ,5/18/2020,,,,,,"1626 e 4th st, santa ana 92701",,,,,,,,,,,,,,2150,high,90.0,very_high,1935.0,,,,,,,,,,,,,,,exact,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,exact,,,,,,,,,,,Santa Ana
1556,AASCSC,Charitable Ventures,social_media,,4/25/2020,,,,,Orange,orange,,,,,,,,,,,,,,130,medium,100.0,medium,80.0,,,,,50.0,50.0,,,,,50.0,,,,medium,,,,,,30.0,,,,,,,,,30.0,,,,,,,,,,,,medium,,,,,,,,,,,Orange
1557,AASCSC,Asian American Senior Citizens Service Center,social_media,,4/25/2020,,,,,Orange,orange,,,,,,,,,,,,,,130,medium,100.0,medium,80.0,,,,,50.0,50.0,,,,,50.0,,,,medium,,,,,,30.0,,,,,,,,,30.0,,,,,,,,,,,,medium,,,,,,,,,,,Orange
1558,AASCSC,Asian American Senior Citizens Service Center,social_media,,4/28/2020,,,,,Orange,orange,,,,,,,,,,,,,,45,very_high,100.0,medium,30.0,,,,,10.0,20.0,,,,,,,,,medium,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,medium,,,,,,,,,,,Orange
1559,AASCSC,Charitable Ventures,social_media,,4/28/2020,,,,,Orange,orange,,,,,,,,,,,,,,45,very_high,100.0,medium,30.0,,,,,10.0,20.0,,,,,,,,,medium,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,medium,,,,,,,,,,,Orange
1560,South Asian Network,Charitable Ventures,social_media,,4/29/2020,,,,,Orange,orange,,,,,,,,,,Instagram,,,,43,exact,90.0,high,,,,,,,,,,,,,,,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orange
1561,Community Health Initiative of Orange County,Charitable Ventures,social_media,,4/30/2020,,,,,Orange,orange,Facebook post,,,,,,,,,Facebook,,,,78,high,80.0,medium,,,,,,62.0,,,,,,,,,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,,,,,,,,,,,Orange
1562,The Cambodian Family,Charitable Ventures,advertising,In-language commerical aired on Khmer TV ,5/31/2020,,,,,,"1626 e 4th st, santa ana 92701",,,,,,,,,,,,,,2150,high,90.0,very_high,1935.0,,,,,,,,,,,,,,,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Santa Ana
1563,AASCSC,Asian American Senior Citizens Service Center,social_media,,4/30/2020,,,,,Orange,orange,,,,,,,,,,,,,,85,very_high,100.0,medium,50.0,,,,,20.0,30.0,,,,,30.0,,,,medium,,,,,,30.0,,,,,,,,,,,,,,20.0,,,,,,,medium,,,,,,,,,,,Orange
1564,AASCSC,Charitable Ventures,social_media,,4/30/2020,,,,,Orange,orange,,,,,,,,,,,,,,85,very_high,100.0,medium,50.0,,,,,20.0,30.0,,,,,30.0,,,,medium,,,,,,30.0,,,,,,,,,,,,,,20.0,,,,,,,medium,,,,,,,,,,,Orange
1565,South Asian Network,Charitable Ventures,social_media,,5/1/2020,,,,,Orange,orange,,,,,,,,,,Facebook,,,,99,exact,90.0,high,,,,,,,,,,,,,,,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orange
