,cbo_name,activity_type,activity_type_other,City,city_extracted,htc_category
21554,OCAPICA,training_delivery,,,Garden Grove,limited English speaking ability
21588,The LGBTQ Center OC,phone_banking,Called members of our phone list to check in with them during this COVID-19 situation while at the same time seeing if they had completed the census yet.,,,limited English speaking ability
21591,AASCSC,social_media,,,,limited English speaking ability
21594,AASCSC,social_media,,,,limited English speaking ability
21598,California Healthy Nail Salon Collaborative,social_media,,,,limited English speaking ability
21622,OC HUman Relations,social_media,,,Orange,disabled
21625,Jamboree Housing Corporation,advertising,,Anaheim,Anaheim,disabled
21626,Jamboree Housing Corporation,advertising,,Anaheim,Anaheim,disabled
21629,OC Human Relations,advertising,Banner at School ,Anaheim,Anaheim,disabled
21632,OC HUman Relations,advertising,Posters at Jimenez Food Truck,Anaheim,Anaheim,disabled
21633,OC Human Relations,advertising,Posters at Jimenez Food Truck,Anaheim,Anaheim,disabled
21635,OC Human Relations,advertising,Posters at Jimenez Food Truck,Anaheim,Anaheim,disabled
21636,OC Human Relations,advertising,Posters at Food Trucks,Anaheim,Anaheim,disabled
21637,OC Human Relations,advertising,Poster at Jimenez Food Truck Board,Anaheim,Anaheim,disabled
21638,OC Human Relations,advertising,Poster at Jimenez Food Truck Board,Anaheim,Anaheim,disabled
21657,Project Access,advertising,Passing out Census Flyers,Cypress,Cypress,disabled
21659,OC Human Relations,advertising,T-Shirts/Bags distribution,Fullerton,Fullerton,disabled
21673,Jamboree Housing Corporation,advertising,,Irvine,Irvine,disabled
21674,Institute for Healthcare Advancement ,advertising,,La Habra,La Habra,disabled
21675,Institute for Healthcare Advancement ,advertising,,La Habra,La Habra,disabled
21679,Institute for Healthcare Advancement ,advertising,,La Habra,La Habra,disabled
21680,Institute for Healthcare Advancement ,advertising,,La Habra,La Habra,disabled
21682,Institute for Healthcare Advancement ,advertising,,La Habra,La Habra,disabled
21685,Institute for Healthcare Advancement ,advertising,,La Habra,La Habra,disabled
21686,Institute for Healthcare Advancement ,advertising,,La Habra,La Habra,disabled
21687,Institute for Healthcare Advancement ,advertising,,La Habra,La Habra,disabled
21695,OC Human Relations,advertising,,Orange,Orange,disabled
21696,OC Human Relations,advertising,,Orange,Orange,disabled
21700,OC Human Relations,advertising,Organizational website Slider,Orange,Orange,disabled
21702,OC Human Relations,advertising,Organizational Website,Orange,Orange,disabled
21703,OC Human Relations,advertising,Organizational Website ,Orange,Orange,disabled
21705,OC HUman Relations,advertising,Organizational Website,Orange,Orange,disabled
21706,OC Human Relations,advertising,Organizational website,Orange,Orange,disabled
21708,OC Human Relations,advertising,Organizational Website,Orange,Orange,disabled
21711,OC Human Relation,advertising,Posters at Food Trucks,Orange,Orange,disabled
21712,OC Human Relations,advertising,Organizational Website,Orange,Orange,disabled
21714,OC Human Relations,advertising,Posters at Foodtrucks,Orange,Orange,disabled
21715,OC Human Relations,advertising,Organizational Website,Orange,Orange,disabled
21716,OC Human Relations,advertising,Posters at Foodtrucks,Orange,Orange,disabled
21718,OC Human Relations,advertising,Organizational Website,Orange,Orange,disabled
21719,OC Human Relations,advertising,social_media,Orange,Orange,disabled
21720,OC Human Relations,advertising,Banners at Schools,Orange,Orange,disabled
21721,OC Human Relations,advertising,Banners at Churches,Orange,Orange,disabled
21722,OC Human Relations,advertising,Posters at Foodtrucks,Orange,Orange,disabled
21723,OC Human Relations,advertising,Organizational Website,Orange,Orange,disabled
21726,OC Human Relations,advertising,Posters and Banners,Orange,Orange,disabled
21730,OC Human Relations,advertising,T-shirts/Bags distribution,Placentia,Placentia,disabled
21732,OC Human Relations,advertising,T-Shirts/Bags distribution,Santa Ana,Santa Ana,disabled
21765,OC Human Relations,advertising,T-Shirts/Bags distribution,Santa Ana,Santa Ana,disabled
21766,OC Human Relations,advertising,T-shirts/Bags distribution,Santa Ana,Santa Ana,disabled
21773,OC Human Relations,advertising,Posters at Station Liquor and Deli,Tustin,Tustin,disabled
21774,OC Human Relations,advertising,T-shirts and bags distribution. Door hungers,Tustin,Tustin,disabled
21781,OC Human Relations,booths,,Anaheim,Anaheim,disabled
21821,Orange County United Way,booths,,Santa Ana,Santa Ana,disabled
21828,OC Human Relations,canvassing,Door hungers,Anaheim,Anaheim,disabled
21829,OC Human Relations,canvassing,,Anaheim,Anaheim,disabled
21831,OC Human Relations,canvassing,,Anaheim,Anaheim,disabled
21832,OC Human Relations,canvassing,,Anaheim,Anaheim,disabled
21838,OC Human Relations,canvassing,,Fullerton,Fullerton,disabled
21839,OC Human Relations,canvassing,,Fullerton,Fullerton,disabled
21842,OC Human Relations,canvassing,,Santa Ana,Santa Ana,disabled
21850,OC Human Relations,canvassing,,Santa Ana,Santa Ana,disabled
21853,OC Human Relations,canvassing,Door hungers,Santa Ana,Santa Ana,disabled
21854,OC Human Relations,canvassing,,Santa Ana,Santa Ana,disabled
21859,OC Human Relations,canvassing,,Santa Ana,Santa Ana,disabled
21860,OC Human Relations,canvassing,,Santa Ana,Santa Ana,disabled
21863,OC Human Relations,canvassing,Door hungers and flyers in Casa Cortez Apartments and neighborhood areas,Tustin,Tustin,disabled
21864,Jamboree Housing Corporation,collateral,,Anaheim,Anaheim,disabled
21865,Jamboree Housing Corporation,collateral,,Anaheim,Anaheim,disabled
21884,OC Human Relations,social_media,,,Orange,disabled
21889,OC Human Relations,social_media,,,Orange,disabled
21894,OC HUman Relations,social_media,,,Orange,disabled
21915,OC Human Relations,advertising,Organizational Newsletter,,Orange,disabled
22025,Orange County United Way,event,,Cypress,Cypress,disabled
22030,"Southland Integrated Services, Inc. ",event,monthly community educational seminar,Garden Grove,Garden Grove,disabled
22126,OCAPICA,speaking_engagement,coasltine students,,Garden Grove,disabled
22142,Project Access,event,Food Bank,Santa Ana,Santa Ana,disabled
22144,project access,event,Food Bank ,Santa Ana,Santa Ana,disabled
22145,project access,event,Food Bank ,Santa Ana,Santa Ana,disabled
22146,project access,event,Food Bank ,Santa Ana,Santa Ana,disabled
22150,AASCSC,event,,Santa Ana,Santa Ana,disabled
22151,AASCSC,event,,Santa Ana,Santa Ana,disabled
22153,AASCSC,event,,Santa Ana,Santa Ana,disabled
22164,California Healthy Nail Salon Collaborative,event,,Westminster,Westminster,disabled
22165,"Southland Integrated Services, Inc. ",event,food distribution at community center,Westminster,Westminster,disabled
22171,Jamboree Housing Corporation,flyers,,Anaheim,Anaheim,disabled
22175,Jamboree Housing Corporation,flyers,,Anaheim,Anaheim,disabled
22178,AASCSC,other,reporter,,Santa Ana,disabled
22180,Jamboree Housing Corporation,flyers,,Anaheim,Anaheim,disabled
22181,Jamboree Housing Corporation,flyers,,Anaheim,Anaheim,disabled
22210,CAIR-LA,webinar,Census Webinar (Facebook and Youtube),,,disabled
22212,"Southland Integrated Services, Inc.",flyers,Posting information sheet on VACF Facebook Page,Fountain Valley,Fountain Valley,disabled
22216,"Southland Integrated Services, Inc.",flyers,Sending out Mailchimp to subscribers,Fountain Valley,Fountain Valley,disabled
22217,"Southland Integrated Services, Inc.",flyers,Distribution of Census flyers and promotional items in care packages,Fountain Valley,Fountain Valley,disabled
22218,"Southland Integrated Services, Inc.",flyers,Posting information sheet on VACF Facebook Page,Fountain Valley,Fountain Valley,disabled
22225,CAIR-LA,flyers,Census swag bags provided to 125 individuals at ICNA weekly food pantry,Fullerton,Fullerton,disabled
22233,Jamboree Housing Corporation,flyers,,Irvine,Irvine,disabled
22235,Jamboree Housing Corporation,flyers,,Irvine,Irvine,disabled
22276,California Healthy Nail Salon Collaborative,social_media,,,,disabled
22277,Institute for Healthcare Advancement ,convening,,,La Habra,disabled
22292,Project Access ,flyers,Food Bank Distribution ,Santa Ana,Santa Ana,disabled
22293,Project Access ,flyers,Food Bank Distribution ,Santa Ana,Santa Ana,disabled
22294,Project Access ,flyers,Food Bank Distribution ,Santa Ana,Santa Ana,disabled
22308,AASCSC,form_filling_assistance,,Santa Ana,Santa Ana,disabled
22314,AASCSC,form_filling_assistance,,Santa Ana,Santa Ana,disabled
22315,AASCSC,form_filling_assistance,,Santa Ana,Santa Ana,disabled
22370,AASCSC,meeting,,Santa Ana,Santa Ana,disabled
22384,AASCSC,meeting,,Santa Ana,Santa Ana,disabled
22389,CAIR-LA,webinar,Census Live Run Through (Facebook Webinar),,,disabled
22410,AASCSC,nudgealert,,Santa Ana,Santa Ana,disabled
22448,OCAPICA,phone_banking,census phonebanking during primaries season,,Garden Grove,disabled
22575,"Southland Integrated Services, Inc",other,Outreach to Vietnamese Alliance Church in Santa Ana,Santa Ana,Santa Ana,disabled
22588,OCAPICA,other,press conference,Westminster,Westminster,disabled
22600,Jamboree Housing Corporation,phone_banking,,Anaheim,Anaheim,disabled
22603,Jamboree Housing Corporation,phone_banking,,Anaheim,Anaheim,disabled
22604,Jamboree Housing Corporation,phone_banking,,Anaheim,Anaheim,disabled
22647,"Southland Integrated Services, Inc.",phone_banking,One-on-one assistance on the phone; promotion on the phone and outreach items included in care packages,Fountain Valley,Fountain Valley,disabled
22678,AASCSC,other,reporter,,Santa Ana,disabled
22736,Jamboree Housing Corporation,phone_banking,,Irvine,Irvine,disabled
22742,Jamboree Housing Corporation,phone_banking,,Laguna Beach,Laguna Beach,disabled
22778,"Southland Integrated Services, Inc.",meeting,Distributing flyer and promotional items to individuals,,Garden Grove,disabled
22799,"Southland Integrated Services, Inc.",phone_banking,phone banking-calling individual homes,Orange,Orange,disabled
22802,Project Access ,flyers,Food Bank Distribution ,,Santa Ana,disabled
22803,Project Access ,flyers,Food Bank Distribution ,,Santa Ana,disabled
22850,AASCSC,other,reporter,,Santa Ana,disabled
22858,California Healthy Nail Salon Collaborative,phone_banking,,Orange,Orange,disabled
22859,California Healthy Nail Salon Collaborative,phone_banking,,Orange,Orange,disabled
22863,California Healthy Nail Salon Collaborative,phone_banking,,Orange,Orange,disabled
22864,California Healthy Nail Salon Collaborative,phone_banking,,Orange,Orange,disabled
22866,California Healthy Nail Salon Collaborative,phone_banking,,Orange,Orange,disabled
22871,California Healthy Nail Salon Collaborative,phone_banking,,Orange,Orange,disabled
22874,California Healthy Nail Salon Collaborative,phone_banking,,Orange,Orange,disabled
22956,OC Human Relations,phone_banking,,Santa Ana,Santa Ana,disabled
22966,AASCSC,other,reporter,,Santa Ana,disabled
22970,AASCSC,phone_banking,,Santa Ana,Santa Ana,disabled
22972,AASCSC,phone_banking,,Santa Ana,Santa Ana,disabled
23075,"Southland Integrated Services, Inc.",social_media,Facebook-Social media post,Garden Grove,Garden Grove,disabled
23076,AASCSC,social_media,,Irvine,Irvine,disabled
23077,AASCSC,social_media,,Irvine,Irvine,disabled
23174,OC Human Relations,social_media,Videos and Post in several languages,Orange,Orange,disabled
23179,"Southland Integrated Services, Inc.",advertising,2020 Census promotion by sending mailchimp to e-newsletter subscribers,,Fountain Valley,disabled
23182,OC Human Relations,social_media,post in several languages,Orange,Orange,disabled
23205,OC Human Relations,social_media,,Orange,Orange,disabled
23219,OC Human Relations,social_media,,Orange,Orange,disabled
23221,California Healthy Nail Salon Collaborative,social_media,,,,disabled
23224,OC Human Relations,social_media,,Orange,Orange,disabled
23325,Institute for Healthcare Advancement ,convening,,,La Habra,disabled
23328,OC Human Relations,canvassing,,,,disabled
23336,OC HUman Relations,advertising,Organizational Website,,Orange,disabled
23337,AASCSC,other,reporter,,Santa Ana,disabled
23399,California Healthy Nail Salon Collaborative,social_media,,,,disabled
23403,Institute for Healthcare Advancement ,social_media,Twitter,,Orange,older adult / senior
23405,Institute for Healthcare Advancement ,social_media,Facebook ,,Orange,older adult / senior
23406,Institute for Healthcare Advancement ,advertising,Street Banner,,Orange,older adult / senior
23412,Institute for Healthcare Advancement ,advertising,Street Banner,,La Habra,older adult / senior
23414,Institute for Healthcare Advancement ,social_media,Facebook ,,Orange,older adult / senior
23420,Institute for Healthcare Advancement ,social_media,Instagram,,Orange,older adult / senior
23422,OC HUman Relations,social_media,,,Orange,older adult / senior
23428,OC Human Relations,advertising,T-Shirts and Tote Bags distribution,Anaheim,Anaheim,older adult / senior
23429,OC Human Relations,advertising,Banner at School ,Anaheim,Anaheim,older adult / senior
23430,Institute for Healthcare Advancement ,social_media,Instagram,,Orange,older adult / senior
23432,OC HUman Relations,advertising,Posters at Jimenez Food Truck,Anaheim,Anaheim,older adult / senior
23435,OC Human Relations,advertising,Posters at Jimenez Food Truck,Anaheim,Anaheim,older adult / senior
23436,OC Human Relations,advertising,Posters at Food Trucks,Anaheim,Anaheim,older adult / senior
23437,OC Human Relations,advertising,Poster at Jimenez Food Truck Board,Anaheim,Anaheim,older adult / senior
23438,OC Human Relations,advertising,Poster at Jimenez Food Truck Board,Anaheim,Anaheim,older adult / senior
23443,OC Human Relations,advertising,T-shirts and bags distribution. ,Anaheim,Anaheim,older adult / senior
23447,The LGBTQ Center OC,advertising,Social Media Post,Anaheim,Anaheim,older adult / senior
23455,KCS,advertising,Telehealth and telephone inquiry about Census,Buena Park,Buena Park,older adult / senior
23458,OC Human Relations,advertising,T-shirts and bags distribution,Fullerton,Fullerton,older adult / senior
23459,OC Human Relations,advertising,T-Shirts/Bags distribution,Fullerton,Fullerton,older adult / senior
23472,Institute for Healthcare Advancement ,social_media,Instagram,,Orange,older adult / senior
23474,Institute for Healthcare Advancement ,advertising,,La Habra,La Habra,older adult / senior
23475,Institute for Healthcare Advancement ,advertising,,La Habra,La Habra,older adult / senior
23482,Institute for Healthcare Advancement ,advertising,,La Habra,La Habra,older adult / senior
23486,Institute for Healthcare Advancement ,advertising,,La Habra,La Habra,older adult / senior
23487,Institute for Healthcare Advancement ,advertising,,La Habra,La Habra,older adult / senior
23495,OC Human Relations,advertising,,Orange,Orange,older adult / senior
23496,OC Human Relations,advertising,,Orange,Orange,older adult / senior
23500,OC Human Relations,advertising,Organizational website Slider,Orange,Orange,older adult / senior
23501,Institute for Healthcare Advancement ,social_media,Twitter,,Orange,older adult / senior
23502,OC Human Relations,advertising,Organizational Website,Orange,Orange,older adult / senior
23503,OC Human Relations,advertising,Organizational Website ,Orange,Orange,older adult / senior
23505,OC HUman Relations,advertising,Organizational Website,Orange,Orange,older adult / senior
23506,OC Human Relations,advertising,Organizational website,Orange,Orange,older adult / senior
23508,OC Human Relations,advertising,Organizational Website,Orange,Orange,older adult / senior
23510,Institute for Healthcare Advancement ,social_media,Twitter,,Orange,older adult / senior
23511,OC Human Relation,advertising,Posters at Food Trucks,Orange,Orange,older adult / senior
23512,OC Human Relations,advertising,Organizational Website,Orange,Orange,older adult / senior
23514,OC Human Relations,advertising,Posters at Foodtrucks,Orange,Orange,older adult / senior
23515,OC Human Relations,advertising,Organizational Website,Orange,Orange,older adult / senior
23516,OC Human Relations,advertising,Posters at Foodtrucks,Orange,Orange,older adult / senior
23517,Institute for Healthcare Advancement ,advertising,La Habra Collaborative Website,,Orange,older adult / senior
23518,OC Human Relations,advertising,Organizational Website,Orange,Orange,older adult / senior
23519,OC Human Relations,advertising,social_media,Orange,Orange,older adult / senior
23520,OC Human Relations,advertising,Banners at Schools,Orange,Orange,older adult / senior
23521,OC Human Relations,advertising,Banners at Churches,Orange,Orange,older adult / senior
23522,OC Human Relations,advertising,Posters at Foodtrucks,Orange,Orange,older adult / senior
23523,OC Human Relations,advertising,Organizational Website,Orange,Orange,older adult / senior
23526,OC Human Relations,advertising,Posters and Banners,Orange,Orange,older adult / senior
23528,CAIR-LA,advertising,Friday prayer annoucement ,Orange,Orange,older adult / senior
23530,OC Human Relations,advertising,T-shirts/Bags distribution,Placentia,Placentia,older adult / senior
23532,OC Human Relations,advertising,T-Shirts/Bags distribution,Santa Ana,Santa Ana,older adult / senior
23536,Institute for Healthcare Advancement ,social_media,Facebook ,,Orange,older adult / senior
23548,"Southland Integrated Services, Inc.",social_media,Facebook-Social media post,,Orange,older adult / senior
23565,OC Human Relations,advertising,T-Shirts/Bags distribution,Santa Ana,Santa Ana,older adult / senior
23566,OC Human Relations,advertising,T-shirts/Bags distribution,Santa Ana,Santa Ana,older adult / senior
23567,OC Human Relations,advertising,T-Shirts and Tote Bags distribution,Santa Ana,Santa Ana,older adult / senior
23568,OC Human Relations,advertising,Posters at Station Liquor & Deli,Tustin,Tustin,older adult / senior
23569,OC Human Relations,advertising,Posters at Station Liquor & Deli,Tustin,Tustin,older adult / senior
23574,OC Human Relations,advertising,T-shirts and bags distribution. Door hungers,Tustin,Tustin,older adult / senior
23575,Institute for Healthcare Advancement ,social_media,Twitter,,Orange,older adult / senior
23578,Institute for Healthcare Advancement ,social_media,Twitter,,Orange,older adult / senior
23579,CAP OC,booths,,Anaheim,Anaheim,older adult / senior
23581,OC Human Relations,booths,,Anaheim,Anaheim,older adult / senior
23583,South Asian Network,booths,,Buena Park,Buena Park,older adult / senior
23585,KCS,booths,,Buena Park,Buena Park,older adult / senior
23586,KCS ,booths,Tabling flyers and Q&A,Buena Park,Buena Park,older adult / senior
23588,KCS,booths,,Buena Park,Buena Park,older adult / senior
23591,AASCSC,booths,,Costa Mesa,Costa Mesa,older adult / senior
23592,The Cambodian Family,booths,,Fountain Valley,Fountain Valley,older adult / senior
23604,KCS,booths,Tabling flyers and Q&A,Fullerton,Fullerton,older adult / senior
23605,KCS,booths,Tabling flyers and Q&A,Fullerton,Fullerton,older adult / senior
23606,KCS,booths,Tabling flyers and Q&A,Fullerton,Fullerton,older adult / senior
23610,Access California Services,booths,Friday Prayer,Garden Grove,Garden Grove,older adult / senior
23611,KCS,booths,,Garden Grove,Garden Grove,older adult / senior
23613,OC Human Relations,booths,,Garden Grove,Garden Grove,older adult / senior
23615,OC Human Relations,booths,6th grade parent night,Garden Grove,Garden Grove,older adult / senior
23617,Institute for Healthcare Advancement ,social_media,Facebook ,,Orange,older adult / senior
23628,OC Human Relations,canvassing,Door hungers,Anaheim,Anaheim,older adult / senior
23629,OC Human Relations,canvassing,,Anaheim,Anaheim,older adult / senior
23631,OC Human Relations,canvassing,,Anaheim,Anaheim,older adult / senior
23632,OC Human Relations,canvassing,,Anaheim,Anaheim,older adult / senior
23638,OC Human Relations,canvassing,,Fullerton,Fullerton,older adult / senior
23639,OC Human Relations,canvassing,,Fullerton,Fullerton,older adult / senior
23641,OC Human Relations,canvassing,,Fullerton,Fullerton,older adult / senior
23642,OC Human Relations,canvassing,,Santa Ana,Santa Ana,older adult / senior
23643,Institute for Healthcare Advancement ,social_media,Facebook,,Orange,older adult / senior
23648,OC Human Relations,canvassing,,Santa Ana,Santa Ana,older adult / senior
23650,OC Human Relations,canvassing,,Santa Ana,Santa Ana,older adult / senior
23653,OC Human Relations,canvassing,Door hungers,Santa Ana,Santa Ana,older adult / senior
23654,OC Human Relations,canvassing,,Santa Ana,Santa Ana,older adult / senior
23656,OC Human Relations,canvassing,,Santa Ana,Santa Ana,older adult / senior
23658,Institute for Healthcare Advancement ,social_media,Instagram,,Orange,older adult / senior
23659,OC Human Relations,canvassing,,Santa Ana,Santa Ana,older adult / senior
23660,OC Human Relations,canvassing,,Santa Ana,Santa Ana,older adult / senior
23662,OC Human Relations,canvassing,,Santa Ana,Santa Ana,older adult / senior
23663,OC Human Relations,canvassing,Door hungers and flyers in Casa Cortez Apartments and neighborhood areas,Tustin,Tustin,older adult / senior
23672,Institute for Healthcare Advancement ,social_media,Facebook ,,Orange,older adult / senior
23674,Institute for Healthcare Advancement ,social_media,Instagram,,Orange,older adult / senior
23675,Institute for Healthcare Advancement ,social_media,Twitter,,Orange,older adult / senior
23683,Jamboree Housing Corporation,collateral,,Irvine,Irvine,older adult / senior
23684,OC Human Relations,social_media,,,Orange,older adult / senior
23689,OC Human Relations,social_media,,,Orange,older adult / senior
23694,OC HUman Relations,social_media,,,Orange,older adult / senior
23697,Institute for Healthcare Advancement ,social_media,Twitter,,Orange,older adult / senior
23715,OC Human Relations,advertising,Organizational Newsletter,,Orange,older adult / senior
23731,Institute for Healthcare Advancement ,social_media,Instagram,,Orange,older adult / senior
23754,CAIR-LA,media_other,Video on Facebook,,,older adult / senior
23766,CAIR-LA,webinar,Census Live Run Through,,,older adult / senior
23778,KCS,other,Article published on news bulletin,,Anaheim,older adult / senior
23808,CAIR-LA,event,,Anaheim,Anaheim,older adult / senior
23809,Orange County United Way,event,,Anaheim,Anaheim,older adult / senior
23819,KCS,event,CIRF Projcet,Buena Park,Buena Park,older adult / senior
23820,KCS,event,Love Partners and Supporters event,Buena Park,Buena Park,older adult / senior
23825,Orange County United Way,event,,Cypress,Cypress,older adult / senior
23827,CAIR-LA,event,,Fullerton,Fullerton,older adult / senior
23828,CAIR-LA,event,,Fullerton,Fullerton,older adult / senior
23830,"Southland Integrated Services, Inc. ",event,monthly community educational seminar,Garden Grove,Garden Grove,older adult / senior
23841,AASCSC,event,,Irvine,Irvine,older adult / senior
23844,Orange County United Way,event,,Irvine,Irvine,older adult / senior
23856,AASCSC,event,,Santa Ana,Santa Ana,older adult / senior
23857,AASCSC,event,,Santa Ana,Santa Ana,older adult / senior
23859,AASCSC,event,,Santa Ana,Santa Ana,older adult / senior
23860,AASCSC,event,,Santa Ana,Santa Ana,older adult / senior
23861,AASCSC,event,,Santa Ana,Santa Ana,older adult / senior
23881,Catholic Charities of Orange County,event,,Santa Ana,Santa Ana,older adult / senior
23883,Catholic Charities of Orange County,event,,Santa Ana,Santa Ana,older adult / senior
23900,Access California Services,event,Access Gala Event ,,Anaheim,older adult / senior
23905,"Southland Integrated Services, Inc.",flyers,,,Westminster,older adult / senior
23910,Institute for Healthcare Advancement ,booths,Outreach,,La Habra,older adult / senior
23917,Catholic Charities of Orange County,event,,Santa Ana,Santa Ana,older adult / senior
23918,Catholic Charities of Orange County,event,,Santa Ana,Santa Ana,older adult / senior
23921,AASCSC,event,,Santa Ana,Santa Ana,older adult / senior
23922,AASCSC,event,,Santa Ana,Santa Ana,older adult / senior
23923,AASCSC,event,,Santa Ana,Santa Ana,older adult / senior
23924,AASCSC,event,,Santa Ana,Santa Ana,older adult / senior
23925,AASCSC,event,,Santa Ana,Santa Ana,older adult / senior
23927,AASCSC,event,,Santa Ana,Santa Ana,older adult / senior
23928,Orange County United Way,event,,Santa Ana,Santa Ana,older adult / senior
23942,Project Access,event,Food Bank,Santa Ana,Santa Ana,older adult / senior
23944,project access,event,Food Bank ,Santa Ana,Santa Ana,older adult / senior
23945,project access,event,Food Bank ,Santa Ana,Santa Ana,older adult / senior
23946,project access,event,Food Bank ,Santa Ana,Santa Ana,older adult / senior
23950,AASCSC,event,,Santa Ana,Santa Ana,older adult / senior
23951,AASCSC,event,,Santa Ana,Santa Ana,older adult / senior
23953,AASCSC,event,,Santa Ana,Santa Ana,older adult / senior
23954,AASCSC,event,,Santa Ana,Santa Ana,older adult / senior
23956,AASCSC,event,,Santa Ana,Santa Ana,older adult / senior
23958,AASCSC,event,,Santa Ana,Santa Ana,older adult / senior
23959,AASCSC,event,,Santa Ana,Santa Ana,older adult / senior
23960,AASCSC,event,,Santa Ana,Santa Ana,older adult / senior
23962,AASCSC,meeting,,,Westminster,older adult / senior
23963,"Southland Integrated Services, Inc.",event,distributing census flyers at community food distribution event (Stanton),Stanton,Stanton,older adult / senior
23964,California Healthy Nail Salon Collaborative,event,,Westminster,Westminster,older adult / senior
23965,"Southland Integrated Services, Inc. ",event,food distribution at community center,Westminster,Westminster,older adult / senior
23967,Orange County United Way,event,,Westminster,Westminster,older adult / senior
23978,AASCSC,other,reporter,,Santa Ana,older adult / senior
23983,Jamboree Housing Corporation,flyers,,Anaheim,Anaheim,older adult / senior
24010,CAIR-LA,webinar,Census Webinar (Facebook and Youtube),,,older adult / senior
24012,"Southland Integrated Services, Inc.",flyers,Posting information sheet on VACF Facebook Page,Fountain Valley,Fountain Valley,older adult / senior
24016,"Southland Integrated Services, Inc.",flyers,Sending out Mailchimp to subscribers,Fountain Valley,Fountain Valley,older adult / senior
24017,"Southland Integrated Services, Inc.",flyers,Distribution of Census flyers and promotional items in care packages,Fountain Valley,Fountain Valley,older adult / senior
24018,"Southland Integrated Services, Inc.",flyers,Posting information sheet on VACF Facebook Page,Fountain Valley,Fountain Valley,older adult / senior
24020,"Southland Integrated Services, Inc.",flyers,Distributing Census flyers and promotional items,Fountain Valley,Fountain Valley,older adult / senior
24021,"Southland Integrated Services, Inc.",flyers,Distributing flyer and promotional items to individuals,Fountain Valley,Fountain Valley,older adult / senior
24024,CAIR-LA,flyers,,Fullerton,Fullerton,older adult / senior
24026,Jamboree Housing Corporation,flyers,,Garden Grove,Garden Grove,older adult / senior
24059,CAP OC,flyers,,Orange,Orange,older adult / senior
24076,California Healthy Nail Salon Collaborative,social_media,,,,older adult / senior
24077,Institute for Healthcare Advancement ,convening,,,La Habra,older adult / senior
24081,The LGBTQ Center OC,flyers,Outreach event,Santa Ana,Santa Ana,older adult / senior
24082,The LGBTQ Center OC,flyers,Outreach event,Santa Ana,Santa Ana,older adult / senior
24084,The LGBTQ Center OC,flyers,Outreach event,Santa Ana,Santa Ana,older adult / senior
24086,The LGBTQ Center OC,flyers,Outreach event,Santa Ana,Santa Ana,older adult / senior
24091,The LGBTQ Center OC,flyers,Outreach event,Santa Ana,Santa Ana,older adult / senior
24092,Project Access ,flyers,Food Bank Distribution ,Santa Ana,Santa Ana,older adult / senior
24093,Project Access ,flyers,Food Bank Distribution ,Santa Ana,Santa Ana,older adult / senior
24094,Project Access ,flyers,Food Bank Distribution ,Santa Ana,Santa Ana,older adult / senior
24102,AASCSC,form_filling_assistance,,Santa Ana,Santa Ana,older adult / senior
24106,OCAPICA,training_delivery,all staff meeting,,Garden Grove,older adult / senior
24107,AASCSC,form_filling_assistance,,Santa Ana,Santa Ana,older adult / senior
24108,AASCSC,form_filling_assistance,,Santa Ana,Santa Ana,older adult / senior
24114,AASCSC,form_filling_assistance,,Santa Ana,Santa Ana,older adult / senior
24115,AASCSC,form_filling_assistance,,Santa Ana,Santa Ana,older adult / senior
24118,AASCSC,media_other,Film PSA - Chinese  Cantonese,Irvine,Irvine,older adult / senior
24119,AASCSC,media_other,Film PSA -  Taiwanese,Irvine,Irvine,older adult / senior
24120,AASCSC,media_other,Film PSA -  Taiwanese,Irvine,Irvine,older adult / senior
24121,AASCSC,media_other,Film PSA - Chinese  Cantonese,Irvine,Irvine,older adult / senior
24122,AASCSC,media_other,Film PSA - Chinese Mandarin,Irvine,Irvine,older adult / senior
24123,AASCSC,media_other,Film PSA - Chinese Mandarin,Irvine,Irvine,older adult / senior
24133,OCAPICA,meeting,,Garden Grove,Garden Grove,older adult / senior
24165,AASCSC,meeting,,Orange,Orange,older adult / senior
24166,WAVE,meeting,,San Juan Capistrano,San Juan Capistrano,older adult / senior
24168,AASCSC,meeting,,Santa Ana,Santa Ana,older adult / senior
24169,AASCSC,meeting,,Santa Ana,Santa Ana,older adult / senior
24170,AASCSC,meeting,,Santa Ana,Santa Ana,older adult / senior
24171,AASCSC,meeting,,Santa Ana,Santa Ana,older adult / senior
24174,AASCSC,meeting,,Santa Ana,Santa Ana,older adult / senior
24176,AASCSC,meeting,,Santa Ana,Santa Ana,older adult / senior
24177,AASCSC,meeting,,Santa Ana,Santa Ana,older adult / senior
24179,Institute for Healthcare Advancement ,social_media,Instagram,,Orange,older adult / senior
24182,AASCSC,meeting,,Santa Ana,Santa Ana,older adult / senior
24183,AASCSC,meeting,,Santa Ana,Santa Ana,older adult / senior
24184,AASCSC,meeting,,Santa Ana,Santa Ana,older adult / senior
24185,AASCSC,meeting,,Santa Ana,Santa Ana,older adult / senior
24189,CAIR-LA,webinar,Census Live Run Through (Facebook Webinar),,,older adult / senior
24191,AASCSC,nudgealert,,Orange,Orange,older adult / senior
24192,AASCSC,nudgealert,,Orange,Orange,older adult / senior
24193,AASCSC,nudgealert,,Santa Ana,Santa Ana,older adult / senior
24194,AASCSC,nudgealert,,Santa Ana,Santa Ana,older adult / senior
